clearing_day,market,product,contract,tdate,bartime,mask,open,high,low,close,volume,value,vwap,market_cn,year
20200923,XDCE,EG,EG2104,20200922,21:14,5,0,3906.0,0,3906.0,2,78100,3905.0,大商所,2020
20200923,XDCE,I,I2107,20200923,10:31,5,0,685.5,0,685.5,1,68550,685.5,大商所,2020
20200923,XDCE,J,J2104,20200922,21:07,5,0,1902.5,0,1902.5,6,1141500,1902.5,大商所,2020
20200923,XDCE,J,J2105,20200922,21:01,5,0,1872.0,0,1868.5,10,1869650,1869.65,大商所,2020
20200923,XDCE,M,M2108,20200922,21:01,5,0,2959.0,0,2954.0,22,650370,2956.23,大商所,2020
20200923,XDCE,P,P2103,20200922,21:01,5,0,6142.0,0,6140.0,54,3314380,6137.74,大商所,2020
20200923,XDCE,PP,PP2105,20200922,21:01,5,0,7534.0,0,7531.0,95,3572735,7521.55,大商所,2020
20200923,XDCE,V,V2103,20200922,21:06,5,0,6550.0,0,6550.0,1,32750,6550.0,大商所,2020
20200923,XDCE,Y,Y2107,20200922,21:01,5,0,6980.0,0,6978.0,100,6970380,6970.38,大商所,2020
20200923,XDCE,Y,Y2108,20200922,21:03,5,0,6942.0,0,6936.0,5,347000,6940.0,大商所,2020
20200924,XDCE,EB,EB2011,20200923,21:01,5,0,5472.0,0,5472.0,17,464505,5464.77,大商所,2020
20200924,XDCE,EB,EB2012,20200923,21:04,5,0,5567.0,0,5566.0,12,333755,5562.58,大商所,2020
20200924,XDCE,I,I2104,20200923,21:01,5,0,722.5,0,721.5,3,216600,722.0,大商所,2020
20200924,XDCE,JM,JM2103,20200923,21:06,5,0,1258.0,0,1256.0,29,2188230,1257.6,大商所,2020
20200924,XDCE,JM,JM2105,20200923,21:09,5,0,1202.0,0,1202.0,1,72120,1202.0,大商所,2020
20200924,XDCE,P,P2103,20200923,21:01,5,0,5928.0,0,5924.0,75,4433560,5911.41,大商所,2020
20200924,XDCE,P,P2104,20200924,11:06,5,0,5798.0,0,5798.0,1,57980,5798.0,大商所,2020
20200925,XDCE,EB,EB2011,20200924,21:01,5,0,5364.0,0,5362.0,9,241800,5373.33,大商所,2020
20200925,XDCE,EB,EB2012,20200924,21:06,5,0,5468.0,0,5468.0,10,273385,5467.7,大商所,2020
20200925,XDCE,I,I2104,20200924,21:01,5,0,723.5,0,722.0,9,650950,723.278,大商所,2020
20200925,XDCE,J,J2012,20200924,21:09,5,0,1956.0,0,1956.0,1,195600,1956.0,大商所,2020
20200925,XDCE,J,J2103,20200924,21:02,5,0,1874.5,0,1874.5,2,374850,1874.25,大商所,2020
20200925,XDCE,M,M2108,20200924,21:01,5,0,2889.0,0,2889.0,8,231350,2891.88,大商所,2020
20200925,XDCE,P,P2103,20200924,21:01,5,0,5766.0,0,5764.0,239,13835380,5788.86,大商所,2020
20200925,XDCE,P,P2104,20200924,21:24,5,0,5688.0,0,5688.0,2,113740,5687.0,大商所,2020
20200925,XDCE,V,V2102,20200924,21:01,5,0,6480.0,0,6475.0,42,1361375,6482.74,大商所,2020
20200925,XDCE,Y,Y2107,20200924,21:01,5,0,6608.0,0,6598.0,112,7391700,6599.73,大商所,2020
20200925,XDCE,Y,Y2108,20200924,21:04,5,0,6580.0,0,6580.0,1,65800,6580.0,大商所,2020
20200928,XDCE,B,B2012,20200925,21:01,5,0,3641.0,0,3634.0,206,7486700,3634.32,大商所,2020
20200928,XDCE,EB,EB2011,20200925,21:01,5,0,5453.0,0,5452.0,161,4385575,5447.92,大商所,2020
20200928,XDCE,EB,EB2012,20200925,21:01,5,0,5543.0,0,5542.0,119,3287840,5525.78,大商所,2020
20200928,XDCE,EG,EG2102,20200925,21:01,5,0,3781.0,0,3781.0,39,1473460,3778.1,大商所,2020
20200928,XDCE,P,P2107,20200928,13:36,5,0,5758.0,0,5758.0,4,230180,5754.5,大商所,2020
20200928,XDCE,V,V2103,20200925,21:02,5,0,6475.0,0,6475.0,1,32375,6475.0,大商所,2020
20200928,XDCE,Y,Y2107,20200925,21:01,5,0,6684.0,0,6680.0,31,2070860,6680.19,大商所,2020
20200928,XDCE,Y,Y2108,20200925,21:02,5,0,6654.0,0,6652.0,7,465660,6652.29,大商所,2020
20200929,XDCE,EB,EB2011,20200928,21:01,5,0,5496.0,0,5496.0,4,109555,5477.75,大商所,2020
20200929,XDCE,EB,EB2012,20200928,21:02,5,0,5584.0,0,5583.0,9,251245,5583.22,大商所,2020
20200929,XDCE,M,M2108,20200928,21:01,5,0,2925.0,0,2923.0,20,584730,2923.65,大商所,2020
20200929,XDCE,P,P2103,20200928,21:01,5,0,5840.0,0,5840.0,55,3210060,5836.47,大商所,2020
20200930,XDCE,B,B2105,20200929,21:03,5,0,3458.0,0,3458.0,10,345960,3459.6,大商所,2020
20200930,XDCE,EB,EB2011,20200929,21:04,5,0,5486.0,0,5483.0,12,329075,5484.58,大商所,2020
20200930,XDCE,EG,EG2104,20200930,13:59,5,0,3782.0,0,3782.0,424,16243040,3830.91,大商所,2020
20200930,XDCE,I,I2104,20200929,21:01,5,0,735.5,0,735.0,54,3975050,736.12,大商所,2020
20200930,XDCE,I,I2107,20200929,21:40,5,0,703.5,0,703.5,5,351750,703.5,大商所,2020
20200930,XDCE,J,J2012,20200929,21:11,5,0,1987.0,0,1987.0,247,49078900,1987.0,大商所,2020
20200930,XDCE,M,M2107,20200929,21:01,5,0,2863.0,0,2856.0,662,18920270,2858.05,大商所,2020
20200930,XDCE,PP,PP2102,20200929,21:01,5,0,7735.0,0,7719.0,99,3824595,7726.45,大商所,2020
20200930,XDCE,V,V2010,20200930,09:17,5,0,6670.0,0,6670.0,1,33350,6670.0,大商所,2020
20201009,XDCE,I,I2104,20201009,09:01,5,0,776.0,0,767.0,194,14971550,771.729,大商所,2020
20201009,XDCE,J,J2104,20201009,09:15,5,0,1935.5,0,1935.5,1,193550,1935.5,大商所,2020
20201009,XDCE,JM,JM2103,20201009,09:11,5,0,1268.0,0,1268.0,837,64847100,1291.26,大商所,2020
20201009,XDCE,Y,Y2107,20201009,09:01,5,0,6706.0,0,6702.0,31,2074820,6692.97,大商所,2020
20201012,XDCE,C,C2103,20201009,21:01,5,0,2539.0,0,2536.0,32,811950,2537.34,大商所,2020
20201012,XDCE,EB,EB2012,20201009,21:01,5,0,5582.0,0,5580.0,14,391615,5594.5,大商所,2020
20201012,XDCE,EB,EB2102,20201009,21:02,5,0,5661.0,0,5661.0,1,28305,5661.0,大商所,2020
20201012,XDCE,EB,EB2103,20201009,21:07,5,0,5733.0,0,5733.0,3,85960,5730.67,大商所,2020
20201012,XDCE,EG,EG2012,20201009,21:01,5,0,3758.0,0,3758.0,8,300590,3757.38,大商所,2020
20201012,XDCE,EG,EG2104,20201009,21:16,5,0,3895.0,0,3895.0,1,38950,3895.0,大商所,2020
20201012,XDCE,JM,JM2104,20201009,21:06,5,0,1263.5,0,1263.5,3,227430,1263.5,大商所,2020
20201012,XDCE,L,L2104,20201012,09:03,5,0,7375.0,0,7375.0,2,73675,7367.5,大商所,2020
20201012,XDCE,PP,PP2103,20201009,21:01,5,0,7710.0,0,7710.0,51,1966050,7710.0,大商所,2020
20201013,XDCE,CS,CS2103,20201012,21:01,5,0,2868.0,0,2863.0,29,830920,2865.24,大商所,2020
20201013,XDCE,EB,EB2102,20201012,21:02,5,0,5799.0,0,5799.0,1,28995,5799.0,大商所,2020
20201013,XDCE,EB,EB2103,20201012,21:11,5,0,5844.0,0,5844.0,5,146100,5844.0,大商所,2020
20201013,XDCE,EB,EB2104,20201012,21:11,5,0,5937.0,0,5937.0,1,29685,5937.0,大商所,2020
20201013,XDCE,L,L2102,20201012,21:01,5,0,7450.0,0,7435.0,51,1897725,7442.06,大商所,2020
20201013,XDCE,L,L2103,20201012,21:04,5,0,7400.0,0,7400.0,2,74000,7400.0,大商所,2020
20201013,XDCE,M,M2108,20201012,21:08,5,0,3032.0,0,3031.0,4,121270,3031.75,大商所,2020
20201013,XDCE,P,P2103,20201012,21:01,5,0,6156.0,0,6156.0,20,1232880,6164.4,大商所,2020
20201013,XDCE,Y,Y2108,20201012,21:04,5,0,6862.0,0,6862.0,1,68620,6862.0,大商所,2020
20201014,XDCE,EG,EG2104,20201014,11:17,5,0,4011.0,0,4011.0,1,40110,4011.0,大商所,2020
20201014,XDCE,I,I2104,20201013,21:01,5,0,762.5,0,762.5,6,457750,762.917,大商所,2020
20201014,XDCE,J,J2104,20201013,21:02,5,0,1971.5,0,1971.5,4,788450,1971.12,大商所,2020
20201014,XDCE,JM,JM2103,20201013,21:01,5,0,1311.0,0,1311.0,21,1652130,1311.21,大商所,2020
20201014,XDCE,JM,JM2104,20201013,21:07,5,0,1286.5,0,1285.5,3,231450,1285.83,大商所,2020
20201014,XDCE,JM,JM2105,20201013,21:06,5,0,1259.5,0,1259.5,6,453420,1259.5,大商所,2020
20201014,XDCE,M,M2108,20201013,21:01,5,0,2995.0,0,2994.0,7,209510,2993.0,大商所,2020
20201014,XDCE,P,P2103,20201013,21:01,5,0,6162.0,0,6158.0,151,9305120,6162.33,大商所,2020
20201015,XDCE,C,C2103,20201014,21:01,5,0,2573.0,0,2572.0,52,1337600,2572.31,大商所,2020
20201015,XDCE,EB,EB2103,20201014,21:03,5,0,6199.0,0,6199.0,13,402620,6194.15,大商所,2020
20201015,XDCE,EG,EG2012,20201014,21:01,5,0,3951.0,0,3942.0,37,1459190,3943.76,大商所,2020
20201015,XDCE,EG,EG2102,20201014,21:01,5,0,3991.0,0,3981.0,150,5979680,3986.45,大商所,2020
20201015,XDCE,EG,EG2103,20201014,21:01,5,0,4021.0,0,4021.0,24,963520,4014.67,大商所,2020
20201015,XDCE,I,I2107,20201014,22:22,5,0,712.0,0,712.0,1,71200,712.0,大商所,2020
20201015,XDCE,L,L2102,20201014,21:01,5,0,7410.0,0,7410.0,35,1294325,7396.14,大商所,2020
20201015,XDCE,PP,PP2102,20201014,21:01,5,0,7897.0,0,7895.0,175,6905690,7892.22,大商所,2020
20201015,XDCE,PP,PP2103,20201014,21:02,5,0,7838.0,0,7836.0,23,901355,7837.87,大商所,2020
20201015,XDCE,Y,Y2107,20201014,21:01,5,0,6852.0,0,6846.0,72,4931020,6848.64,大商所,2020
20201015,XDCE,Y,Y2108,20201014,21:02,5,0,6802.0,0,6802.0,1,68020,6802.0,大商所,2020
20201016,XDCE,EG,EG2012,20201015,21:02,5,0,3874.0,0,3874.0,24,929430,3872.62,大商所,2020
20201016,XDCE,EG,EG2103,20201015,21:01,5,0,3938.0,0,3938.0,27,1067160,3952.44,大商所,2020
20201016,XDCE,EG,EG2104,20201016,09:02,5,0,4007.0,0,4007.0,1,40070,4007.0,大商所,2020
20201016,XDCE,I,I2104,20201015,21:01,5,0,735.0,0,734.5,41,3008750,733.841,大商所,2020
20201016,XDCE,I,I2107,20201015,21:04,5,0,702.0,0,702.0,2,140950,704.75,大商所,2020
20201016,XDCE,J,J2102,20201015,21:01,5,0,2047.5,0,2047.0,48,9814800,2044.75,大商所,2020
20201016,XDCE,V,V2103,20201015,21:02,5,0,6620.0,0,6620.0,2,66200,6620.0,大商所,2020
20201019,XDCE,CS,CS2107,20201016,21:04,5,0,2955.0,0,2954.0,15,443250,2955.0,大商所,2020
20201019,XDCE,EB,EB2103,20201016,21:02,5,0,6185.0,0,6185.0,1,30925,6185.0,大商所,2020
20201019,XDCE,EG,EG2104,20201019,09:04,5,0,4085.0,0,4085.0,1,40850,4085.0,大商所,2020
20201019,XDCE,J,J2103,20201016,21:01,5,0,2019.5,0,2019.5,5,1011150,2022.3,大商所,2020
20201019,XDCE,L,L2010,20201019,09:36,5,0,7240.0,0,7240.0,1,36200,7240.0,大商所,2020
20201019,XDCE,L,L2011,20201016,21:10,5,0,7280.0,0,7280.0,5,182000,7280.0,大商所,2020
20201019,XDCE,PP,PP2103,20201016,21:02,5,0,7761.0,0,7761.0,1,38805,7761.0,大商所,2020
20201019,XDCE,V,V2012,20201016,21:03,5,0,6945.0,0,6945.0,1,34725,6945.0,大商所,2020
20201019,XDCE,Y,Y2108,20201016,21:01,5,0,6708.0,0,6708.0,4,268080,6702.0,大商所,2020
20201020,XDCE,B,B2105,20201019,21:02,5,0,3618.0,0,3618.0,1,36180,3618.0,大商所,2020
20201020,XDCE,B,B2107,20201020,09:11,5,0,3603.0,0,3603.0,1,36030,3603.0,大商所,2020
20201020,XDCE,EB,EB2103,20201019,21:03,5,0,6273.0,0,6267.0,6,188040,6268.0,大商所,2020
20201020,XDCE,EG,EG2012,20201019,21:02,5,0,3924.0,0,3924.0,5,196200,3924.0,大商所,2020
20201020,XDCE,EG,EG2102,20201019,21:01,5,0,3973.0,0,3965.0,48,1904240,3967.17,大商所,2020
20201020,XDCE,I,I2104,20201019,21:01,5,0,741.5,0,740.5,54,4003600,741.407,大商所,2020
20201020,XDCE,P,P2103,20201019,21:01,5,0,5732.0,0,5728.0,22,1261320,5733.27,大商所,2020
20201020,XDCE,PP,PP2103,20201019,21:14,5,0,7649.0,0,7649.0,10,382430,7648.6,大商所,2020
20201020,XDCE,PP,PP2104,20201019,21:01,5,0,7662.0,0,7662.0,4,153400,7670.0,大商所,2020
20201020,XDCE,V,V2012,20201019,21:02,5,0,6870.0,0,6870.0,1,34350,6870.0,大商所,2020
20201020,XDCE,Y,Y2109,20201019,21:01,5,0,6506.0,0,6506.0,38,2472180,6505.74,大商所,2020
20201021,XDCE,EG,EG2012,20201020,21:01,5,0,3954.0,0,3954.0,10,395820,3958.2,大商所,2020
20201021,XDCE,EG,EG2103,20201020,21:01,5,0,4024.0,0,4021.0,59,2376070,4027.24,大商所,2020
20201021,XDCE,I,I2104,20201020,21:01,5,0,745.5,0,744.0,34,2535900,745.853,大商所,2020
20201021,XDCE,JM,JM2103,20201020,21:01,5,0,1297.0,0,1297.0,3,233340,1296.33,大商所,2020
20201021,XDCE,L,L2103,20201020,21:04,5,0,7235.0,0,7230.0,70,2530900,7231.14,大商所,2020
20201021,XDCE,P,P2103,20201020,21:02,5,0,5856.0,0,5852.0,10,585180,5851.8,大商所,2020
20201021,XDCE,PP,PP2104,20201020,21:51,5,0,7674.0,0,7674.0,1,38370,7674.0,大商所,2020
20201021,XDCE,V,V2103,20201020,21:01,5,0,6605.0,0,6605.0,16,530025,6625.31,大商所,2020
20201022,XDCE,EB,EB2102,20201021,21:01,5,0,6252.0,0,6234.0,76,2371380,6240.47,大商所,2020
20201022,XDCE,EG,EG2012,20201021,21:02,5,0,3927.0,0,3927.0,10,392750,3927.5,大商所,2020
20201022,XDCE,EG,EG2102,20201021,21:01,5,0,3974.0,0,3972.0,72,2863080,3976.5,大商所,2020
20201022,XDCE,EG,EG2103,20201021,21:02,5,0,3993.0,0,3993.0,10,399090,3990.9,大商所,2020
20201022,XDCE,P,P2103,20201021,21:01,5,0,5920.0,0,5896.0,37,2195060,5932.6,大商所,2020
20201022,XDCE,PG,PG2101,20201021,21:01,5,0,3797.0,0,3785.0,108,8188760,3791.09,大商所,2020
20201022,XDCE,V,V2103,20201021,21:09,5,0,6580.0,0,6580.0,4,131600,6580.0,大商所,2020
20201023,XDCE,CS,CS2107,20201022,21:17,5,0,2927.0,0,2925.0,78,2282350,2926.09,大商所,2020
20201023,XDCE,EG,EG2012,20201022,21:01,5,0,3909.0,0,3909.0,7,273930,3913.29,大商所,2020
20201023,XDCE,I,I2107,20201023,09:53,5,0,717.0,0,717.0,3,215100,717.0,大商所,2020
20201023,XDCE,M,M2108,20201022,21:03,5,0,3076.0,0,3076.0,12,369040,3075.33,大商所,2020
20201023,XDCE,P,P2102,20201022,21:01,5,0,6092.0,0,6074.0,261,15874960,6082.36,大商所,2020
20201023,XDCE,P,P2103,20201022,21:02,5,0,6016.0,0,6016.0,4,240640,6016.0,大商所,2020
20201023,XDCE,V,V2103,20201022,21:01,5,0,6595.0,0,6595.0,55,1812075,6589.36,大商所,2020
20201023,XDCE,Y,Y2107,20201022,21:01,5,0,6800.0,0,6784.0,31,2106780,6796.06,大商所,2020
20201023,XDCE,Y,Y2108,20201022,21:02,5,0,6742.0,0,6740.0,7,472140,6744.86,大商所,2020
20201026,XDCE,JM,JM2103,20201023,21:08,5,0,1295.5,0,1295.5,3,233190,1295.5,大商所,2020
20201026,XDCE,P,P2102,20201023,21:01,5,0,6044.0,0,6042.0,257,15511180,6035.48,大商所,2020
20201026,XDCE,P,P2103,20201023,21:03,5,0,5978.0,0,5978.0,10,597580,5975.8,大商所,2020
20201026,XDCE,Y,Y2108,20201023,21:02,5,0,6718.0,0,6718.0,3,201620,6720.67,大商所,2020
20201027,XDCE,B,B2107,20201027,14:55,5,0,3606.0,0,3606.0,1,36060,3606.0,大商所,2020
20201027,XDCE,CS,CS2103,20201026,21:01,5,0,2906.0,0,2903.0,21,609860,2904.09,大商所,2020
20201027,XDCE,CS,CS2107,20201026,21:06,5,0,2935.0,0,2935.0,384,11275520,2936.33,大商所,2020
20201027,XDCE,EB,EB2103,20201026,21:05,5,0,6230.0,0,6221.0,31,964730,6224.06,大商所,2020
20201027,XDCE,EG,EG2102,20201026,21:01,5,0,3884.0,0,3883.0,71,2760080,3887.44,大商所,2020
20201027,XDCE,EG,EG2103,20201026,21:01,5,0,3908.0,0,3908.0,43,1683640,3915.44,大商所,2020
20201027,XDCE,JM,JM2103,20201026,21:04,5,0,1288.0,0,1288.0,1,77280,1288.0,大商所,2020
20201027,XDCE,M,M2108,20201026,21:04,5,0,3078.0,0,3078.0,2,61560,3078.0,大商所,2020
20201028,XDCE,B,B2103,20201027,21:05,5,0,3789.0,0,3788.0,10,378840,3788.4,大商所,2020
20201028,XDCE,B,B2105,20201027,21:03,5,0,3669.0,0,3669.0,1,36690,3669.0,大商所,2020
20201028,XDCE,CS,CS2103,20201027,21:01,5,0,2917.0,0,2912.0,46,1340280,2913.65,大商所,2020
20201028,XDCE,CS,CS2107,20201027,21:10,5,0,2948.0,0,2948.0,1,29480,2948.0,大商所,2020
20201028,XDCE,EG,EG2012,20201027,21:01,5,0,3812.0,0,3812.0,8,304640,3808.0,大商所,2020
20201028,XDCE,EG,EG2104,20201028,14:50,5,0,3911.0,0,3911.0,3,117330,3911.0,大商所,2020
20201028,XDCE,I,I2107,20201028,11:11,5,0,697.0,0,697.0,1,69700,697.0,大商所,2020
20201028,XDCE,J,J2102,20201027,21:01,5,0,2113.0,0,2109.5,137,28927000,2111.46,大商所,2020
20201028,XDCE,L,L2102,20201027,21:01,5,0,7235.0,0,7235.0,78,2819450,7229.36,大商所,2020
20201028,XDCE,M,M2108,20201027,21:01,5,0,3086.0,0,3086.0,3,92550,3085.0,大商所,2020
20201028,XDCE,P,P2103,20201027,21:02,5,0,6142.0,0,6120.0,71,4345860,6120.93,大商所,2020
20201029,XDCE,EG,EG2012,20201028,21:01,5,0,3746.0,0,3741.0,65,2452440,3772.99,大商所,2020
20201029,XDCE,PP,PP2103,20201028,21:02,5,0,7662.0,0,7662.0,10,383045,7660.9,大商所,2020
20201029,XDCE,Y,Y2108,20201028,21:01,5,0,6690.0,0,6652.0,20,1333740,6668.7,大商所,2020
