clearing_day,market,market_cn,product,contract,pre_bt,pre_vol,pre_close,pad_bt,pad_close,day0_bt,day0_open,day0_vol,dev_to_day_open,dev_to_padding,closer_to
20240102,XSGE,上期所,SN,SN2402,01:00,95,211000.0,01:00,212100.0,09:01,212100.0,0,0.005186232909005186,0.005186232909005186,padding价(前收盘)
20240102,XSGE,上期所,SN,SN2403,01:00,14,210930.0,01:00,212230.0,09:01,212230.0,0,0.006125429958064364,0.006125429958064364,padding价(前收盘)
20240102,XSGE,上期所,SS,SS2402,01:00,113,13705.0,01:00,13680.0,09:01,13680.0,0,0.001827485380116959,0.001827485380116959,padding价(前收盘)
20240102,XSGE,上期所,SS,SS2403,01:00,47,13665.0,01:00,13700.0,09:01,13700.0,0,0.0025547445255474453,0.0025547445255474453,padding价(前收盘)
20240102,XSGE,上期所,SS,SS2405,01:00,41,13725.0,01:00,13710.0,09:01,13710.0,0,0.0010940919037199124,0.0010940919037199124,padding价(前收盘)
20240102,XSGE,上期所,ZN,ZN2402,01:00,329,21645.0,01:00,21545.0,09:01,21545.0,0,0.004641448131817127,0.004641448131817127,padding价(前收盘)
20240102,XSGE,上期所,ZN,ZN2403,01:00,4,21500.0,01:00,21515.0,09:01,21515.0,0,0.0006971880083662561,0.0006971880083662561,padding价(前收盘)
20240102,XSIE,能源中心,BC,BC2403,01:00,4868,61330.0,01:00,61540.0,09:01,61540.0,0,0.0034124146896327592,0.0034124146896327592,padding价(前收盘)
20240102,XSIE,能源中心,BC,BC2404,01:00,215,61340.0,01:00,61450.0,09:01,61450.0,0,0.001790073230268511,0.001790073230268511,padding价(前收盘)
20240102,XSIE,能源中心,SC,SC2402,02:30,675,544.0,02:30,542.7,09:01,542.7,0,0.0023954302561266893,0.0023954302561266893,padding价(前收盘)
20240102,XSIE,能源中心,SC,SC2403,02:30,113,548.9,02:30,546.2,09:01,546.2,0,0.004943244232881603,0.004943244232881603,padding价(前收盘)
20240102,XSIE,能源中心,SC,SC2404,02:30,1,550.8,02:30,548.4,09:01,548.4,0,0.004376367614879609,0.004376367614879609,padding价(前收盘)
